"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PECUL23A000004",557.410163741543,0.155163986140922,0.552480837095644,0.280849534902621,0.778825808611196,0.994904964267314
"PECUL23A000011",943.901928407003,0.210553283600366,0.186660690399598,1.12800013302008,0.259319862963179,0.911977837395717
"PECUL23A000017",308.99016498123,-0.0524451438049967,0.488234434163428,-0.107417953620702,0.91445741198381,0.998537670698593
"PECUL23A000021",389.350898298656,-0.0862398999150155,0.128619688386282,-0.670503101018349,0.502537130292927,0.978890794537517
"PECUL23A000024",61.2082159688066,0.164845850977596,0.794354766830537,0.207521699196605,0.835602447998752,0.998537670698593
"PECUL23A000026",121.046475617243,0.0195143690583844,0.547642410152214,0.0356334146089243,0.97157466422754,0.999350099295684
"PECUL23A000030",311.762036941771,-0.115774972466597,0.190737860591731,-0.606984749160054,0.543861033250587,0.983377106986155
"PECUL23A000040",9338.21031028658,0.0398208696931873,0.142150850173258,0.280131069526861,0.77937694854346,0.994904964267314
"PECUL23A000044",102.724894447528,-0.195938709779647,0.242138573023113,-0.809200728877441,0.418399695748846,0.965027618083467
"PECUL23A000048",117.053244186012,-0.332704481385915,0.205375755410223,-1.61997934333273,0.105236714285863,0.797489019113302
"PECUL23A000050",1.67818991509292,-0.218054439919498,1.35198522532762,-0.161284632283358,0.871869226461871,NA
"PECUL23A000053",72.4097739970289,-0.158419742584828,0.555284181758233,-0.285294895459137,0.775418223263806,0.994904964267314
"PECUL23A000055",165.710991339278,-0.276841481697541,0.26632311101086,-1.03949477252183,0.298574687989284,0.928116078704895
"PECUL23A000057",21.5135106367773,0.167265587967201,0.52339683888004,0.319576993099756,0.749289017303672,0.994904964267314
"PECUL23A000059",253.730234866232,0.0808121531656419,0.332536696337059,0.243017249091002,0.807992035095328,0.997525243062828
"PECUL23A000062",133.218126947102,0.251547081490357,0.231638040282658,1.08594892783329,0.277501588361714,0.920573715326726
"PECUL23A000066",11418.2079855148,0.790608320465076,0.417442965818996,1.89393135158944,0.0582341224293074,0.723237308033183
"PECUL23A000072",119.954757694277,-0.137522600994919,0.145511399623538,-0.94509846892211,0.344608606924128,0.94441041327559
"PECUL23A000075",779.91399326009,0.270027412621439,0.329177315237578,0.820309906308555,0.412039460489086,0.964562993173825
"PECUL23A000078",311.285674665423,-0.189560166058834,0.197929907817304,-0.957713607555484,0.338207193168116,0.94114927044497
"PECUL23A000079",131.871090272685,-0.0359952483721296,0.244991710400314,-0.146924352310997,0.883191730146518,0.998537670698593
"PECUL23A000080",13.4853252357869,0.118564013488451,0.455087619883604,0.260530078842346,0.794454916603005,0.99750703854252
"PECUL23A000084",4.92938232964697,0.277354987863365,1.72343884388873,0.160931145800072,0.872147631218559,0.998537670698593
"PECUL23A000086",592.502611645854,0.00639100264849309,0.274104783151011,0.0233159107076659,0.981398280254627,0.99983796504956
"PECUL23A000091",855.708047185403,-0.366294721118272,0.415541046070798,-0.88148866298966,0.378053387514729,0.953047170287701
"PECUL23A000093",13.162965037427,0.0218809601196056,0.506706140411555,0.0431827411876902,0.965555862791587,0.998926100130854
"PECUL23A000094",16.8755280172973,1.17232184663886,0.837433062679597,1.39989916673184,0.161543515618241,0.865575209098544
"PECUL23A000095",1.97414194231603,-0.953912616042681,1.26338058078449,-0.755047711316219,0.450220355322492,NA
"PECUL23A000096",14.1313837752918,-1.07121292458546,0.536898847461596,-1.99518574057302,0.0460226256719318,0.68502318834047
"PECUL23A000099",0.866430062734292,-1.68763620775197,1.78765698143803,-0.944049236109263,0.345144488546366,NA
"PECUL23A000104",118.379608330881,0.20549221905969,0.235236092124939,0.873557357646245,0.38235935719723,0.953047170287701
"PECUL23A000107",206.189170400322,0.0448188589868726,0.157655899514599,0.284282790081841,0.776193673831309,0.994904964267314
"PECUL23A000109",6.12554141856329,-0.0518702806113985,0.89219362483786,-0.0581379189083815,0.953638770537793,0.998926100130854
"PECUL23A000111",298.645550618199,-0.246768944213992,0.332039700353508,-0.743191082124421,0.457366001738053,0.974829409881798
"PECUL23A000117",205.317957347149,0.584064514523022,0.392209375902876,1.48916510009097,0.136443898470086,0.847935645709174
"PECUL23A000118",795.312644154802,-0.0488421679420152,0.199680053715105,-0.244602137435826,0.806764508894176,0.997525243062828
"PECUL23A000121",131.340154377092,-0.498793269581041,0.277243713178248,-1.7991148071962,0.0720005218435457,0.75120006826736
"PECUL23A000125",116.972769540975,0.020209004525198,0.19022816640244,0.106235605943047,0.915395421324997,0.998537670698593
"PECUL23A000127",1061.69520206241,0.0865769150016312,0.310989192626426,0.278392037583219,0.780711431112119,0.994904964267314
"PECUL23A000129",49.1348591398743,-0.666709118046259,0.307333732793818,-2.16933270547798,0.0300574339369282,0.628103468762801
"PECUL23A000136",1285.06722807349,-0.551643054016387,0.465040577232053,-1.18622563497533,0.235533205222097,0.897121872185131
"PECUL23A000142",274.157179495194,-0.691533660049082,0.399581260221408,-1.73064587579984,0.0835149441213943,0.76589043757922
"PECUL23A000144",197.809008567584,0.614876315039302,0.348308012517524,1.76532348651717,0.0775094144365167,0.75390349711555
"PECUL23A000152",376.546377680831,0.156751795400039,0.102884688709528,1.52356776665372,0.127616720303532,0.8360349786883
"PECUL23A000160",395.792989488816,-0.101938005811806,0.169170101549744,-0.602576961756041,0.546790150312228,0.984184278861291
